question-224_25_0	43
question-30_14_1	35
question-19_20_1	37
question-258_3_3	35
question-106_4_2	40
context-47_27_4	129
question-400_29_1	38
question-181_25_2	36
question-75_3_3	43
question-226_25_0	61
question-422_51_1	51
context-322_6_1	96
question-13_25_1	34
context-279_25_0	223
question-11_3_2	27
question-86_39_3	62
context-57_0_1	103
context-296_25_3	119
question-428_13_1	15
context-337_26_5	57
context-161_12_3	217
context-48_47_2	63
question-422_27_2	50
context-115_4_3	63
context-246_6_0	124
context-378_18_1	90
question-40_14_2	58
question-391_21_2	25
context-245_0_2	75
context-351_8_8	71
context-417_21_0	94
context-308_21_0	55
context-393_30_3	71
question-170_11_9	38
context-381_8_2	77
question-3_3_2	91
context-202_8_2	202
context-326_31_6	186
question-96_2_1	71
context-306_11_4	102
context-282_44_2	68
question-260_31_2	34
context-204_1_1	127
context-383_10_3	40
context-107_41_2	109
question-164_31_4	49
question-0_0_2	55
context-2_42_1	97
question-205_7_0	47
question-204_29_3	63
question-14_10_2	32
question-252_24_0	27
context-175_10_2	51
context-211_21_6	59
context-17_70_1	28
question-23_72_4	76
question-151_23_4	26
context-306_11_2	112
context-395_39_5	66
context-333_21_0	54
question-51_47_1	39
question-206_60_2	27
question-250_22_0	33
context-202_84_3	119
context-322_6_2	74
context-233_24_3	183
question-313_15_0	36
context-11_14_2	73
question-153_0_3	67
question-184_78_1	49
context-262_11_1	12
question-370_72_1	24
question-434_51_4	18
context-67_21_1	144
context-378_21_2	72
context-359_55_6	87
question-67_4_2	35
question-151_18_2	31
context-101_58_2	56
question-4_22_2	31
context-206_59_6	91
context-189_5_0	125
context-129_15_0	110
context-195_37_1	118
question-183_12_2	54
context-50_1_2	51
question-436_24_0	41
context-170_12_3	38
question-380_14_0	33
question-391_19_2	31
context-51_42_3	67
context-418_8_1	158
context-192_15_5	192
context-293_55_2	70
question-255_5_0	49
question-96_16_1	47
question-384_15_1	38
context-333_19_6	145
context-69_10_0	183
question-369_2_3	30
question-251_19_2	35
context-206_22_1	130
context-50_24_0	97
question-61_13_1	25
context-112_38_0	292
context-361_34_4	175
context-292_26_0	97
question-323_18_1	65
question-22_44_0	60
context-106_45_0	72
question-304_29_4	38
question-432_3_0	63
question-51_0_2	48
question-368_31_0	44
question-437_33_1	39
question-405_47_1	51
question-23_32_4	75
context-101_15_0	159
question-398_10_3	68
question-411_1_4	36
context-216_58_1	68
context-255_47_3	203
question-165_21_4	71
question-357_1_5	29
question-374_2_1	28
context-438_6_0	136
question-6_52_1	29
context-225_9_1	168
question-377_16_2	38
question-96_30_3	24
context-22_10_0	134
context-184_47_1	75
context-75_46_1	96
context-98_12_1	127
question-362_40_0	49
context-119_1_6	104
context-204_5_1	129
question-115_45_2	58
context-355_7_2	48
context-441_13_0	44
context-240_9_3	54
context-0_0_2	99
question-317_8_4	43
question-210_48_1	63
question-381_3_0	45
question-425_14_0	13
context-213_24_1	26
context-274_26_6	198
question-18_145_2	45
context-326_6_5	169
question-279_43_4	26
question-325_28_2	36
question-359_54_3	29
question-224_76_2	97
question-8_4_0	55
question-158_49_0	45
context-52_22_3	46
context-188_17_2	106
context-83_54_4	99
context-439_29_3	87
context-78_11_3	96
context-396_0_0	205
context-239_6_0	135
question-441_28_1	27
question-343_62_1	51
question-22_18_1	19
question-303_25_4	24
context-328_4_3	165
context-198_16_3	77
question-310_43_4	65
context-230_7_0	155
question-242_39_4	41
question-327_40_3	42
question-250_17_1	23
question-20_74_1	38
question-78_8_2	59
question-429_12_3	43
question-68_17_4	50
question-9_25_6	39
question-275_5_2	53
context-323_22_3	105
context-407_27_2	105
context-64_20_3	86
question-87_53_0	21
context-347_3_1	74
question-16_2_3	59
context-296_72_0	126
context-401_9_4	41
context-147_1_0	161
context-373_1_5	56
question-134_39_2	44
context-11_103_4	118
context-126_4_5	73
context-432_20_10	47
context-208_21_1	119
question-13_6_7	41
context-363_36_13	59
question-434_44_1	21
context-267_16_3	100
question-87_65_1	37
question-397_8_2	48
context-393_5_6	60
question-332_20_3	17
question-252_6_4	45
context-300_33_0	94
question-314_6_2	49
context-179_16_1	98
context-175_10_3	172
question-313_3_3	19
question-85_18_1	56
question-436_9_1	58
question-81_4_1	34
context-85_61_3	99
question-361_15_0	33
question-345_2_2	62
question-100_64_2	37
context-297_23_2	87
context-314_15_1	45
question-109_2_2	20
question-7_9_7	34
context-17_32_3	114
context-428_8_2	112
context-223_45_0	115
question-182_1_19	40
context-137_2_0	254
question-10_33_2	26
question-21_30_6	36
question-226_47_2	43
question-114_4_4	60
context-391_23_2	152
context-121_11_7	119
question-158_18_3	29
context-273_6_7	45
question-363_16_4	54
context-164_13_0	69
context-424_9_4	131
context-140_3_3	71
question-202_48_0	37
context-163_12_3	122
question-200_3_2	58
context-46_5_1	96
question-118_8_4	68
question-47_44_0	102
question-46_14_0	27
context-229_22_0	67
question-267_18_2	27
context-101_33_1	108
context-370_41_1	166
context-288_11_4	77
question-303_37_1	50
context-363_15_0	118
question-59_79_1	60
question-164_15_0	109
question-404_12_2	25
question-366_5_2	37
question-193_40_0	57
question-48_22_2	42
context-267_10_2	70
context-364_37_3	52
context-129_11_0	78
context-289_25_0	96
context-4_7_4	63
context-12_26_5	16
context-192_9_4	178
question-434_17_1	33
question-374_26_0	47
context-145_11_3	232
question-184_89_0	46
context-419_70_3	186
context-185_15_0	210
question-101_2_0	50
context-173_15_5	235
question-416_28_3	56
context-83_60_5	135
context-185_16_1	104
context-74_9_4	40
question-254_5_0	33
question-275_14_2	66
context-192_18_0	104
question-8_11_4	17
question-44_17_2	41
context-373_24_13	66
context-380_1_0	111
context-59_73_0	151
question-216_38_1	71
question-234_27_2	37
question-440_31_2	48
question-362_3_4	56
context-281_15_4	131
question-434_9_4	40
context-358_4_3	41
question-182_3_5	27
question-63_49_1	35
question-82_12_1	98
question-183_4_7	31
context-332_45_3	140
question-202_63_3	37
question-76_4_2	52
question-181_4_3	42
question-392_15_4	47
context-367_2_2	178
context-274_57_9	68
question-424_38_3	79
context-42_10_2	134
question-16_25_2	49
question-384_9_4	37
context-365_12_5	126
question-420_38_4	54
context-55_17_0	130
question-142_20_3	40
context-83_25_0	67
question-102_76_0	29
context-19_21_0	37
context-151_27_1	132
context-158_68_1	80
question-382_59_0	18
question-163_4_2	41
context-152_25_3	156
question-163_32_3	42
question-361_67_4	32
context-343_31_4	176
question-427_48_0	47
question-43_16_1	61
context-61_24_1	34
question-412_43_4	40
context-305_76_3	34
context-374_20_2	57
question-116_4_2	33
context-418_6_1	105
question-159_0_3	71
question-158_14_0	35
context-105_45_2	62
context-210_2_2	48
question-219_18_2	46
context-328_4_2	153
context-172_3_2	125
context-167_30_6	58
context-203_23_2	115
question-115_17_1	35
context-274_33_0	216
context-343_41_4	56
question-63_64_1	25
context-237_12_1	224
question-20_10_6	31
question-70_12_3	31
question-201_6_2	48
context-204_10_2	181
question-52_33_2	30
context-208_75_1	97
question-373_5_2	34
question-358_4_0	46
context-251_4_9	61
context-309_8_1	239
context-176_41_2	98
question-255_14_1	43
context-374_38_4	78
context-31_4_4	149
question-22_22_8	27
context-73_29_5	84
context-11_0_2	138
context-349_21_0	103
question-223_21_2	65
question-133_39_2	53
context-365_8_2	42
context-7_11_4	119
context-199_11_3	110
question-386_31_0	65
question-349_3_4	24
question-4_4_5	32
context-333_23_0	179
question-230_5_0	53
question-282_37_1	43
question-320_17_2	39
question-425_2_1	36
question-287_27_2	29
context-115_43_7	92
question-417_41_2	28
context-51_18_3	121
question-179_5_3	30
question-48_70_0	30
question-149_19_1	48
context-384_25_4	38
question-300_19_0	50
context-82_25_0	191
context-251_47_2	104
question-184_18_2	20
question-225_24_1	37
question-369_5_4	48
question-355_28_0	49
question-325_5_3	43
context-102_26_0	50
question-328_34_0	21
context-247_6_3	202
context-182_18_1	176
context-315_32_2	117
context-94_39_2	126
context-191_9_7	143
question-23_33_3	67
question-108_1_1	40
question-160_25_1	28
question-431_17_0	35
question-21_60_3	44
context-244_12_3	97
question-81_34_2	32
question-373_32_2	55
context-288_14_5	83
context-85_4_3	43
question-287_6_4	42
context-380_43_3	64
context-38_34_0	340
question-413_5_2	55
context-9_38_3	265
question-96_37_4	31
question-244_27_2	35
question-261_27_3	23
context-329_8_2	144
question-440_14_8	29
question-209_29_1	54
context-406_17_2	99
context-176_34_1	51
context-282_80_3	149
question-380_45_2	35
context-393_12_3	43
context-85_42_3	103
context-63_72_1	104
question-43_15_1	34
question-76_46_2	63
question-417_28_0	47
question-55_24_0	36
context-43_12_1	91
context-356_15_1	47
question-216_11_0	44
context-44_6_0	306
question-84_41_0	75
question-184_84_1	33
context-303_44_1	101
context-13_33_3	55
question-214_13_3	46
question-263_2_2	39
question-216_7_2	39
context-422_28_1	94
context-27_1_3	85
context-27_14_0	72
context-372_16_1	52
context-185_62_8	92
question-55_29_1	43
question-69_17_2	49
context-426_1_1	110
question-354_20_1	36
question-61_15_1	27
question-275_2_3	47
context-19_74_0	60
context-287_23_4	54
question-20_3_0	43
question-361_16_0	25
context-58_6_1	137
question-315_3_3	58
context-0_8_0	177
context-161_14_2	100
question-74_20_2	40
question-398_32_0	34
context-325_6_1	117
question-327_67_1	25
context-70_38_9	98
question-107_40_2	29
question-12_30_0	34
question-56_54_1	39
question-331_18_1	51
question-343_26_2	61
context-95_8_4	115
question-262_43_4	32
context-307_19_2	170
question-429_20_3	38
context-21_17_9	156
question-384_19_0	50
context-245_1_4	171
context-155_33_2	68
context-370_34_2	86
question-51_4_3	39
question-267_6_2	34
question-361_5_6	46
context-17_40_4	63
question-384_41_4	60
question-343_40_4	60
question-393_21_2	76
question-237_30_0	68
question-366_18_2	51
context-328_39_2	132
question-359_18_3	56
context-440_5_2	66
context-429_22_2	185
question-326_28_3	43
context-369_32_2	113
question-5_0_9	26
context-234_40_5	85
question-21_48_1	59
context-20_32_4	54
question-107_46_1	62
context-352_20_2	8
question-370_43_2	45
context-405_25_3	48
context-85_63_1	89
question-179_23_2	45
question-328_34_3	15
context-242_9_0	108
context-156_16_13	142
context-74_61_1	154
context-416_14_1	63
question-172_24_3	77
context-153_31_4	81
question-390_32_2	37
context-382_18_1	131
question-105_37_0	48
question-192_21_2	35
context-101_4_1	79
context-274_15_0	65
context-356_43_5	128
context-436_24_3	50
context-151_20_6	68
question-54_33_1	74
context-234_12_5	78
question-424_23_4	27
question-424_49_2	30
context-279_29_1	533
context-192_17_1	78
context-429_12_2	109
context-441_3_3	21
context-21_21_1	209
question-58_23_2	55
question-176_36_3	45
question-427_26_1	27
question-244_4_4	42
question-218_4_4	49
context-221_9_1	151
question-1_9_6	29
context-115_40_3	94
context-363_8_1	56
context-206_19_0	137
context-18_24_0	125
context-322_7_1	114
context-124_12_2	70
question-47_43_0	71
context-89_41_4	186
context-359_51_2	105
question-96_34_2	27
context-94_1_2	25
question-27_29_0	47
context-165_9_2	186
context-130_3_0	403
context-245_9_2	73
context-101_65_2	102
question-10_34_5	31
context-183_36_1	3
context-104_24_3	78
context-201_4_3	68
question-170_37_1	48
context-96_26_1	133
context-181_27_1	75
context-382_36_0	91
question-286_12_4	39
question-320_33_1	47
question-427_44_2	27
question-1_24_6	31
question-382_53_1	26
question-277_44_0	45
context-288_29_0	101
context-179_9_2	144
context-120_2_3	277
context-356_7_0	155
question-359_29_0	34
context-17_2_0	106
question-345_0_3	31
question-231_32_1	27
question-391_55_1	25
context-352_8_1	143
question-20_41_1	51
question-433_13_4	78
context-162_14_2	143
context-110_7_3	122
question-316_15_3	39
question-330_1_0	34
question-127_23_1	38
question-390_12_6	23
question-425_10_2	33
question-202_18_3	43
question-432_37_1	48
question-246_36_2	30
question-426_8_0	56
question-184_70_1	16
context-18_27_0	58
context-186_7_3	40
question-357_7_8	24
context-405_40_3	91
context-399_22_5	59
question-118_13_1	60
question-419_51_4	36
question-19_123_0	47
context-396_47_2	90
context-223_32_0	127
context-431_15_0	157
question-441_14_0	53
question-436_6_4	47
question-428_0_3	15
question-231_14_0	37
question-249_8_0	32
question-384_0_4	32
question-302_10_2	45
context-164_29_8	33
question-428_0_1	24
question-62_22_2	37
question-203_12_2	53
